datetime,id,message
"18/06/2021, 11:26",Ashish,"Hi, anyone worked on the quora question pair simularity problem?"
"18/06/2021, 11:26",Ashish,Similarity*
"18/06/2021, 11:29",Kirti,<Media omitted>
"18/06/2021, 11:32",Priyanka,🔥🔥🔥
"18/06/2021, 11:33",Dil,Are we supposed to case studies present course also apart from assignments on classroom?
"18/06/2021, 11:37",Ashish,Not all. The microsoft malware detection & facebook friend recommendation case study are part of the assignments.
"18/06/2021, 11:37",Dil,Ok..Thank you👍
"18/06/2021, 11:43",Nagaraju,"I have not, but I want to!"
"18/06/2021, 14:18",Manisha,👌🏻👌🏻👌🏻
"18/06/2021, 15:25",Anmol,I'm planning to start
"18/06/2021, 15:29",Abhimanyu,👍
"18/06/2021, 16:21",Radha,<Media omitted>
"18/06/2021, 16:37",Abhi,<Media omitted>
"18/06/2021, 16:37",Abhi,<Media omitted>
"18/06/2021, 17:03",Kirti,<Media omitted>
"18/06/2021, 17:20",Abhi,😄😄
"18/06/2021, 18:20",Nikita,<Media omitted>
"18/06/2021, 19:41",Nagaraju,<Media omitted>
"18/06/2021, 19:43",Krishan,👌👌
"18/06/2021, 19:44",Aniket,It's soo cool dude....😯
"18/06/2021, 19:49",Naveen,Wow!! Amazing 😁👍
"18/06/2021, 19:49",Priya,👍
"18/06/2021, 19:49",Nagaraju,Thanks a lot guys :)
"18/06/2021, 19:58",Nitya,🤘🏻
"18/06/2021, 20:39",Jyoti,👌👌
"18/06/2021, 22:43",Ashish,👏🏻👏🏻
"18/06/2021, 22:54",Murat,What is the tool you have used here?
"18/06/2021, 22:54",Nagaraju,Flask only
"18/06/2021, 22:55",Nagaraju,Front end bootstrap
"18/06/2021, 22:59",Ankit,Great work!! 👍🏻👍🏻👍🏻
"18/06/2021, 23:06",Priyanka,Appreciate it🙏🙏
"18/06/2021, 23:06",Rohit,Nice 🙌🏻
"18/06/2021, 23:12",Rahul,pretty cool
"19/06/2021, 10:26",Sachin,Wow Amazing
"19/06/2021, 10:34",Virat,👌👌👌
"19/06/2021, 10:57",Abhi,👌👌
"19/06/2021, 11:14",Mahendra,👍👍
"19/06/2021, 13:35",Nagaraju,Thanks a lot guys😄😄😄
"19/06/2021, 13:37",Ashish,"Hi. In the CNN text classification, after pre processing the documents, few values of pre_processed_text and pre_processed_emails are NAN for me. Is this how it needs to be or am I making some mistake?"
"19/06/2021, 13:50",Nitya,It should not be NAN
"19/06/2021, 13:51",Ashish,Okay
"19/06/2021, 14:03",Namita,Guys need a bit suggestion which domain has more job market whether OPEN CV  or NLP I need to choose second case study based on these two topics
"19/06/2021, 14:22",Priya,NLP
"19/06/2021, 17:47",Simran,Anyone completed image segmentation assignment here?
"19/06/2021, 18:06",Simran,loss is at 1.0 and not improving
"19/06/2021, 18:06",Simran,can someone please help
"19/06/2021, 18:40",Priyanshi,I am preparing for 1st mock interview.
"20/06/2021, 07:32",Aniket,<Media omitted>
"20/06/2021, 13:17",Ashish,https://medium.com/@shivamrawat_756/how-to-prevent-google-colab-from-disconnecting-717b88a128c0
"21/06/2021, 01:12",Ashish,"Hi. In Text Classification using CNN, is it possible or was anyone able to get an accuracy of more than 5% for Model 2 (character embedding) even after adding extra layers?0"
"21/06/2021, 01:17",Raju,what val_accuracy are you getting in model 2?
"21/06/2021, 01:17",Raju,and f1 score
"21/06/2021, 01:18",Ashish,It is getting stuck at 0.05311
"21/06/2021, 01:18",Ashish,I have not calculated this yet
"21/06/2021, 01:19",Raju,This accuracy is  very low
"21/06/2021, 01:19",Ashish,Okay
"21/06/2021, 01:21",Raju,I already submitted this assignment if you have any doubts u can ask me
"21/06/2021, 01:22",Ashish,"Okay. Thank you. I will try to debug my code. If still not able to get the desired accuracy, will approach you"
"21/06/2021, 01:22",Raju,okk
"21/06/2021, 01:28",Raju,How do you calculate important features in  Random Forest?
"21/06/2021, 01:29",Raju,prepared these
"21/06/2021, 01:30",Raju,these ques were asked in my first mock interview
"21/06/2021, 01:30",Priyanshi,Okay
"21/06/2021, 01:30",Raju,okk
"21/06/2021, 01:35",Raju,which model?
"21/06/2021, 02:05",Raju,How to do parallel computing while constructing any decision tree? any ideas
"21/06/2021, 02:05",Nitya,"There is a parameter called njobs, I think it's value has to be changed"
"21/06/2021, 02:06",Nitya,"Make it as -1 , it will work"
"21/06/2021, 02:06",Raju,yeah true but how it internally do
"21/06/2021, 02:06",Raju,I was reading XGBoost Algo
"21/06/2021, 02:08",Raju,in this model parallization is done whlie building tress for residuals
"21/06/2021, 02:09",Raju,is any way to do parallel computing while constructing trees
"21/06/2021, 02:19",Raju,check preprocessing step once
"21/06/2021, 02:20",Nitya,I think you skipped to use embedding vectors
"21/06/2021, 02:23",Ashish,I was making a mistake. I kept filter size constant and was changing my kernel size. I also made batch size 1 and my accuracy is increasing
"21/06/2021, 02:23",Ashish,Thank you :)
"21/06/2021, 15:50",Abhi,Hai all in EDA on Haberman dataset assignment  Do we need to plot the pairplots because it is not there exercise questions
"21/06/2021, 15:51",Abhi,Only PDF and CDF and univariate and bivariate analysis and mean and median are there
"21/06/2021, 15:53",Gita,but i did pair plots.. idk exactly whether to do it r not
"21/06/2021, 16:31",Abhinav,Eda assignment is mostly to see how you can able to get insights from the given data.
"21/06/2021, 16:32",Abhi,Thank you
"21/06/2021, 16:33",Monika,Anyone has book on time series
"21/06/2021, 16:33",Monika,Please share
"21/06/2021, 16:34",Murat,Check Douglas C Montgomery
"21/06/2021, 16:34",Murat,Online
"21/06/2021, 16:34",Monika,Ok
"21/06/2021, 16:34",Nagaraju,Did you actually read through the whole book?
"21/06/2021, 16:34",Nagaraju,😅
"21/06/2021, 16:34",Murat,No
"21/06/2021, 16:34",Murat,Only necessary topics
"21/06/2021, 16:34",Murat,You can't read the whole book
"21/06/2021, 16:34",Murat,It's very dry
"21/06/2021, 16:35",Murat,Subject
"21/06/2021, 16:35",Nagaraju,The live video was a good intro
"21/06/2021, 16:35",Nagaraju,Really can't read text books anymore to be honest😂
"21/06/2021, 16:50",Dharmesh,Hey did any one completed microsoft malware detection assignment can u share the gcp configuration
"21/06/2021, 17:00",Krishna,"Hi everyone, Can anyone Interested  to join Viral Tweets Prediction Challenge : https://bitgrit.net/competition/12"
"21/06/2021, 18:09",Nilam,"If you are not doing pair plot, then how are you doing bivariate analysis?"
"21/06/2021, 22:23",Tushar,Thanks for the link and info
"21/06/2021, 22:46",Shruti,"I have completed applied ai course including mock test on 3rd jun. I have been looking for job since then , I have applied to so many company from  linked in, indeed  platform . I am from mechanical . any suggestion ."
"21/06/2021, 22:46",Sherya,Did they not place you in some company?
"21/06/2021, 22:47",Shruti,They are also trying their best.
"21/06/2021, 22:47",Sherya,Okay cool
"21/06/2021, 22:47",Nitya,what were your case studies bro?
"21/06/2021, 22:48",Sherya,Try sending cold emails to HRs by getting email ids from LinkedIn
"21/06/2021, 22:48",Dharmesh,how many interviews did u attend from the applied ai platform
"21/06/2021, 22:48",Shruti,I have 2 mocktest
"21/06/2021, 22:49",Shruti,I gave 2 mock test
"21/06/2021, 22:49",Dharmesh,any screening test for any company
"21/06/2021, 22:49",Shruti,Not yet
"21/06/2021, 22:49",Sherya,How many months did you take to complete this course?
"21/06/2021, 22:50",Shruti,7 month altogether
"21/06/2021, 22:50",Sherya,Ohh great
"21/06/2021, 22:51",Shruti,So it all come down to placement now
"21/06/2021, 22:52",Dharmesh,are u applying form the post section of applied ai
"21/06/2021, 22:52",Shruti,Yes.
"21/06/2021, 22:53",Murat,Didn't you get an email about the Tiger Analytics opening?
"21/06/2021, 22:54",Shruti,I am applying there too.
"21/06/2021, 22:55",Nagaraju,Have all of you participated in blogathon?
"21/06/2021, 22:55",Ankit,"Anyone appeared for tiger analytics,I got a call??"
"21/06/2021, 22:58",Jyoti,Try changing ur resume if ur not getting any responses
"21/06/2021, 22:58",Shruti,OK.
"21/06/2021, 22:59",Dharmesh,contact to mentor and placement cell
"21/06/2021, 23:00",Jyoti,It's been only 3 weeks dont worry u will get the placement
"21/06/2021, 23:01",Shruti,On an average how many month it takes to land from applied ai. I know they are trying. But since I am from mechanical . I get little anxious
"21/06/2021, 23:03",Namita,Bro there are many like u who r waiting for placements from 4-5 months better try applying outside too
"21/06/2021, 23:03",Namita,Don't heavily depend on team
"21/06/2021, 23:04",Jyoti,If ur open to any location there are many opportunities in banglore just check in LinkedIn and naukri
"21/06/2021, 23:05",Namita,Yeah but one must keep on applying out of 75 companies I applied 2 gave response
"21/06/2021, 23:05",Shruti,I am staying in Bangalore. I am OK with changing location .
"21/06/2021, 23:05",Jyoti,Now a recruiters are even expecting big data technologies like spark and one of the cloud platforms
"21/06/2021, 23:05",Namita,*for freshers it's a bit difficult
"21/06/2021, 23:06",Jyoti,From january i have applied to almost 500 companies in Ireland and i got only one response eventually u will get there dont worry
"21/06/2021, 23:07",Namita,Yeah patience is key
"21/06/2021, 23:07",Jyoti,And iam not a fresher @919066224577
"21/06/2021, 23:08",Jyoti,"Try applying in 4-5 cities and try all the platforms like LinkedIn, naurkri, indeed.. Eventually u will get there"
"21/06/2021, 23:09",Shruti,Ok
"21/06/2021, 23:09",Namita,Make more more connections on LinkedIn add some certification courses and project take some assements on LinkedIn all these will add weight to ur profile
"21/06/2021, 23:10",Shruti,I have completed 2 case study. I am on 3rd one .
"21/06/2021, 23:11",Namita,3rd one is personal case study or given by team??
"21/06/2021, 23:12",Shruti,Personal case study
"21/06/2021, 23:20",Shruti,Thanks for all advises.
"22/06/2021, 06:53",Simran,Congratulations Dipak.
"22/06/2021, 09:25",Monika,Everyone will get your dream job have patience and don't quit.
"22/06/2021, 09:25",Monika,And I am from art background
"22/06/2021, 09:49",Priyanka,True 👍...Congratulations rajbir🙏
"22/06/2021, 10:00",Monika,The Ankit
"22/06/2021, 10:51",Param,is there any way to share ipynb file with others without sharing Dataset path....my tl wants me to share ipynb file and doesn't want to set path for datasets it should automatically get load..
"22/06/2021, 10:52",Naveen,Can you be bit more specific ?
"22/06/2021, 10:53",Jooli,Convert your file to pdf & also you can convert pdf to html file
"22/06/2021, 10:53",Sherya,"Create a variable path, store your location in it. Use the path variable for loading dataset. Once this is done, delete the cell where you created the path variable."
"22/06/2021, 10:53",Rahul,share in folder either zip or vis github.. and use absolute path inside notebook
"22/06/2021, 10:54",Simran,Congratulations Rajbir
"22/06/2021, 10:55",Rahul,*relative path
"22/06/2021, 10:57",Param,thanks for the response guyz
"22/06/2021, 11:05",Monika,Thanks Rahul
"22/06/2021, 11:41",Murat,Congratulations Rajbir👍
"22/06/2021, 11:49",Dil,Congratulations
"22/06/2021, 11:49",Abhi,Congrats bro
"22/06/2021, 11:51",Monika,Thank you for the wishes
"22/06/2021, 11:51",Naveen,Congratulations rajbir
"22/06/2021, 11:51",Suyash,Congratulations bro ❤️.. wish u many more endeavours ahead
"22/06/2021, 11:52",Monika,Thank you for lovely wishes
"22/06/2021, 11:57",Namita,congrats bro
"22/06/2021, 12:04",Shyam,Congrats Rajbir 👍
"22/06/2021, 12:04",Monika,Thank you
"22/06/2021, 12:34",Raju,Congratulations Rajbir👍🏻
"22/06/2021, 12:35",Krishan,Congratulations Rajbir! 👍
"22/06/2021, 12:35",Krishna,How much package bro
"22/06/2021, 12:36",Gagan,Congratulations bro
"22/06/2021, 12:38",Abhinav,What is use of bias correction in Adam optimization?
"22/06/2021, 13:08",Ashish,"Hi.  I see it as Covariance and correlation. Covariance vaue can take any value (big or small). With correlation, we are standardizing covarience  so it takes a value in a given range."
"22/06/2021, 13:08",Ashish,"Hope my understanding is right, else someone please correct me"
"22/06/2021, 13:09",Gita,covariance take any two values
"22/06/2021, 13:14",Sachin,Congratulations 🎉
"22/06/2021, 13:16",Ashish,Congrats 😊
"22/06/2021, 13:20",Gita,congrats bro
"22/06/2021, 13:28",Prajwal,This message was deleted
"22/06/2021, 13:29",Prajwal,"Congrats rajbir, if you don't mind can you please link down the case studies you have done."
"22/06/2021, 13:29",Priyanka,<Media omitted>
"22/06/2021, 13:34",Rohit,Congrats Rajbir
"22/06/2021, 13:35",Jaspreet,Heartly congratulations Rajbir 🎉
"22/06/2021, 13:36",Ashish,https://stats.stackexchange.com/questions/232741/why-is-it-important-to-include-a-bias-correction-term-for-the-adam-optimizer-for
"22/06/2021, 13:40",Nitya,Congrats Rajbir!!! So was it from applied ai or did you manage to get it on ur own?
"22/06/2021, 13:40",Anmol,Congratulations💐
"22/06/2021, 13:41",Monika,By own dear
"22/06/2021, 13:43",Nitya,"Cool … so the crux is apart from waiting for the applied ai to place you , you should also search on your own as well …….. everyone will get it at the right time"
"22/06/2021, 14:19",Shruti,Congrats Rajbir
"22/06/2021, 14:23",Kirti,Congratulations Rajbir🔥🔥🔥
"22/06/2021, 15:28",Tushar,Congrats bro 🎉🎉🎉
"22/06/2021, 16:24",Aadesh,Anyone done malware assignment? I would need help on getting started with it
"22/06/2021, 16:24",Aadesh,Like how to get access to GCP? Do I have to use credit card?
"22/06/2021, 20:39",Tushar,https://www.microsoft.com/en-in/campaign/azuredeveloperleague/?source=HE
"22/06/2021, 20:39",Tushar,This might be useful
"22/06/2021, 21:59",Krishan,Hello Folks
"23/06/2021, 05:50",Param,<Media omitted>
"23/06/2021, 08:04",Sachin,🤭😆
"23/06/2021, 19:31",Ashish,"Hi. Anyone completed Transfer Learning? I get the message ""Session crashed"""
"23/06/2021, 19:32",Ashish,I tried to change the steps_per_epoch and batch size but kept crashing for the different combinations I used
"23/06/2021, 19:50",Shruti,Try with low batch size
"23/06/2021, 20:24",Ashish,Okay
"23/06/2021, 20:58",Dil,When it interview will come in live
"23/06/2021, 23:10",Shruti,Have you guys submitted blogs for applied ai blogathon
"23/06/2021, 23:35",Shyam,"Hi all, in attention mechanism assignment task 1 , the decoder always predict the same word(sos).  Did anybody face such an issue? Any suggestions ?"
"24/06/2021, 08:55",Rohit,reduce loss
"24/06/2021, 09:03",Shyam,Loss was 0.008
"24/06/2021, 10:31",Raju,Check the predict function
"24/06/2021, 10:33",Raju,especially while saving the predicted sentences-  if output[0][0]<tknizer_eng.word_index['<end>']:
"24/06/2021, 10:43",Shyam,This message was deleted
"24/06/2021, 10:45",Shyam,Let me try
"24/06/2021, 10:45",Shyam,Thanks bro
"24/06/2021, 11:00",Raju,https://youtu.be/FKCV76N9Ys0 at timestamp 35.00
"24/06/2021, 14:03",Namita,Anyone doing / done sentence correction case study
"24/06/2021, 16:24",Priyanka,This is SQL assign question no 3rd
"24/06/2021, 16:24",Priyanka,Select DISTINCT(p.name) From Person p JOIN M_Cast c
"24/06/2021, 16:25",Priyanka,can anyone tell whats wrong here?
"24/06/2021, 16:26",Abhinav,Why you are writing query for 3rd questions?
"24/06/2021, 16:27",Priyanka,I wanted to perform on my way thats why
"24/06/2021, 16:28",Monika,"How to connect Hbase with pandas, any one knows"
"25/06/2021, 00:34",Krishan,<Media omitted>
"25/06/2021, 00:35",Jyoti,😂
"25/06/2021, 00:39",Namita,Devil in the house 😈
"25/06/2021, 00:57",Dharmesh,Face and ghost detection system
"25/06/2021, 05:00",Dil,Gud mng guys
"25/06/2021, 08:07",Priyanka,🤣🤣
"25/06/2021, 08:33",Aadesh,Hi guys... Pls help me on this
"25/06/2021, 08:35",Priyanshi,For GCP you can use debit card too.
"25/06/2021, 08:37",Nitya,I tried to do it from debit card but it didn't worked..and how to use it in colab?
"25/06/2021, 08:38",Priyanshi,I meant assignment can be done in colab too.
"26/06/2021, 18:43",Shyama,<Media omitted>
"26/06/2021, 18:48",Shyama,in sql assignment Q7
"26/06/2021, 19:12",Abhinav,Just follow the instructions
"27/06/2021, 14:17",Tushar,"people who are not found in plagiarism, can appear in montly exams ?"
"27/06/2021, 14:21",Krishan,Which exams? 😳
"27/06/2021, 14:22",Rohit,"Hey, can anyone tell how to approach callback assignment,  share some examples for competing callback assignment"
"27/06/2021, 14:22",Rohit,Completing *
"27/06/2021, 14:25",Nagaraju,Yes
"27/06/2021, 14:28",Tushar,Actually AAIC people conduct monthly  exams for those who are found copying codes in the assignment
"27/06/2021, 14:29",Tushar,6. It will be an open book/internet exam
"27/06/2021, 14:29",Tushar,website:
"27/06/2021, 14:29",Tushar,https://classroom.appliedroots.com/
"27/06/2021, 14:30",Tushar,This message was deleted
"27/06/2021, 14:31",Nitya,I don’t think anyone can but not sure though
"27/06/2021, 14:32",Tushar,ok thanks
"27/06/2021, 14:49",Krishan,👍
"27/06/2021, 16:40",Sachin,Thanks for explaining
"27/06/2021, 16:54",Aadesh,<Media omitted>
"27/06/2021, 17:00",Sachin,Thank you @919021409425 for this information 😊
"27/06/2021, 17:01",Aadesh,👍🏼👍🏼
"27/06/2021, 17:01",Sachin,How many of you going to attempt this test
"27/06/2021, 17:02",Aadesh,I am
"27/06/2021, 17:37",Tushar,But today we have live session also 🥲
"27/06/2021, 18:39",Aadesh,Yes .. that session will be available later.
"27/06/2021, 19:19",Rounak,This test starts at 8:30 no ?
"27/06/2021, 19:23",Priyanshi,Yes 8:30pm
"27/06/2021, 19:24",Kirti,do we need to register?
"27/06/2021, 19:25",Priyanshi,Yes new registration is required
"27/06/2021, 19:25",Priyanshi,With same email ID as course.
"27/06/2021, 19:25",Kirti,for exam
"27/06/2021, 19:26",Tushar,Is the test link visible?
"27/06/2021, 19:26",Tushar,@ masterygo.com
"27/06/2021, 19:26",Priyanshi,No not yet
"27/06/2021, 19:26",Tushar,Ok
"27/06/2021, 19:30",Kirti,okay
"27/06/2021, 19:35",Namita,can non plagarised students can attempt the exam??
"27/06/2021, 19:35",Priyanshi,Yes. It's optional for others. Mandatory for plagiarized one's.
"27/06/2021, 19:37",Namita,👍
"27/06/2021, 19:40",Sachin,<Media omitted>
"27/06/2021, 19:42",Priyanshi,I see the same page
"27/06/2021, 20:18",Aadesh,Correct
"27/06/2021, 20:26",Sachin,😊
"27/06/2021, 20:26",Kirti,started
"27/06/2021, 20:27",Aadesh,Not yet. Sharp 8.30
"27/06/2021, 20:48",Namita,Do anyone want answers 😁
"27/06/2021, 20:58",Rounak,I think this exam is for people who have completed the course or have at the very least started with Deep learning
"27/06/2021, 20:59",Namita,Yeah for who and watched all videos
"27/06/2021, 21:02",Sachin,Till now I have solved only 3 Question
"27/06/2021, 21:27",Kirti,Yes most of the questions were from DL
"27/06/2021, 21:27",Kirti,only 5 quuestions from pandas
"27/06/2021, 22:33",Aadesh,I solved 4
"27/06/2021, 23:06",Kirti,I solved 3 correctly
"27/06/2021, 23:06",Dil,Hope time over
"28/06/2021, 07:17",Jooli,Hello Guys Do the Public Live sessions will be uploaded into our course dash board any idea?
"28/06/2021, 07:20",Dil,You can check in YouTube right
"28/06/2021, 07:20",Aadesh,Yes they will upload
"28/06/2021, 07:21",Sachin,"Yes, they add all live sessions conducted either public or only for course-enrolled students at the end of modules."
"28/06/2021, 07:21",Jooli,🙏
"28/06/2021, 07:37",Krishan,There is a Job-a-thon being conducted by Analytics Vidhya for job opportunities.
"28/06/2021, 11:57",Krishan,Hello Folks!
"28/06/2021, 11:59",Namita,wow u nailed it
"28/06/2021, 11:59",Namita,👏
"28/06/2021, 12:03",Nagaraju,Will we be able to attempt this data engineering Hackathon?
"28/06/2021, 12:04",Silam,Well done dost 👍
"28/06/2021, 12:07",Prajwal,Really Good with nice diagrams and fun to read.Pulkit have u used canva like tools to create custom images..
"28/06/2021, 12:08",Raju,very nice blog @917303253535
"28/06/2021, 12:13",Dil,Really nice and great.. I followed in medium
"28/06/2021, 12:14",Nagaraju,Really nice
"28/06/2021, 12:16",Krishna,Love this diagrams and well pined
"28/06/2021, 12:23",Krishan,Thank You Guys!🙂🙏
"28/06/2021, 12:23",Krishan,I used draw.io.
"28/06/2021, 12:23",Krishan,Yes. I think we can register and attempt
"28/06/2021, 12:24",Prajwal,Thanks Pulkit for the info :)
"28/06/2021, 12:24",Nagaraju,Yeah I know we can attempt
"28/06/2021, 12:26",Krishan,I saw few listed Companies have Machine Learning Engineer profile.
"28/06/2021, 12:34",Priyanka,Very nice🙏🙏
"28/06/2021, 13:01",Krishan,Thank You!🙂🙏
"28/06/2021, 13:22",Priya,beautiful 🙌 massive effort
"28/06/2021, 13:23",Kirti,Awesome💯
"28/06/2021, 13:41",Jooli,Great Work...Its a good read & also like a revision of Text to Vector Concepts/ techniques..👌👏
"28/06/2021, 13:44",Nagaraju,How long did it take to write this btw
"28/06/2021, 13:46",Krishan,Thank You Guys!🙂🙏
"28/06/2021, 13:50",Krishan,"For exploring the concepts and coming up with the thought of presentation, it took one day."
"28/06/2021, 13:52",Kirti,Great👏🏻
"28/06/2021, 13:52",Krishan,👍
"28/06/2021, 13:53",Nagaraju,Thanks for this
"28/06/2021, 13:55",Krishan,Np 👍
"28/06/2021, 14:08",Dil,2days max time..
"28/06/2021, 14:08",Dil,Great
"28/06/2021, 14:44",Nitya,https://docs.google.com/document/d/10ARjOowh9zIVTuwW279Ih00O0cEu09b80Zv82nDNWfA/mobilebasic
"28/06/2021, 15:17",Simran,Nice Pulkit. Have you take Google colab pro or Google cloud subscription?
"28/06/2021, 15:31",Jyoti,Good one
"28/06/2021, 15:57",Krishan,Thank You Guys!🙏
"28/06/2021, 15:57",Krishan,No Rahul!
"28/06/2021, 16:31",Nagaraju,Has anyone taken part in the cognizant tech challenge 2021?
"28/06/2021, 19:17",Sherya,Can someone please tell me what no. of epochs should I choose for Task 1 15th Assignment: SVD?
"28/06/2021, 19:17",Sherya,I have limited computing resources and don't want the program to crash. Will the loss flatten out at 30 epochs?
"28/06/2021, 19:20",Priyanshi,I took 50 and it ran fine on colab
"28/06/2021, 19:20",Sherya,Cool
"28/06/2021, 19:21",Sherya,What was your final mse?
"28/06/2021, 19:23",Priyanshi,0.78811.
"28/06/2021, 19:24",Sherya,This will help.Thankyou so much bro :)
"28/06/2021, 20:14",Krishan,Thanks for the remainder Suraj!
"28/06/2021, 20:18",Nagaraju,Yes. Done with round1
"28/06/2021, 20:24",Krishan,How was it?
"28/06/2021, 20:25",Nagaraju,"Yes, round1 is an mcq round"
"28/06/2021, 20:25",Nagaraju,"It's okay, I guess"
"28/06/2021, 20:25",Nagaraju,The highest score is 80/100
"28/06/2021, 20:38",Nagaraju,<Media omitted>
"28/06/2021, 20:38",Nagaraju,Couldn't make the cut. Let me know if anyone of you guys could :)
"28/06/2021, 20:48",Krishan,👍
"29/06/2021, 03:03",Jooli,https://youtu.be/4I1ejhQqD4c
"29/06/2021, 03:03",Jooli,😔🤔
"29/06/2021, 19:11",Ashish,<Media omitted>
"29/06/2021, 19:11",Ashish,"Hi. Anyone knows why this happens? It has run only for 9 - 10 mins and I get this. I created a new  account and ran the code, but still get this after 2 epochs"
"29/06/2021, 19:13",Ashish,"I tried it on multiple accounts, but get this message everytime after the 2nd epoch"
"29/06/2021, 19:16",Namita,might be problem with artitecture but not sure
"29/06/2021, 19:16",Namita,and batchsize too
"29/06/2021, 19:18",Ashish,Will reduce batchsize and check
"29/06/2021, 19:18",Nitya,I do anticipate the batch size and it has reached infinite iteration due to this .. but need to check
"29/06/2021, 19:19",Ashish,Will reduce batchsize and check
"30/06/2021, 07:20",Simran,Can someone please tell me the assignment number of the  seq-seq assignment?
"30/06/2021, 07:36",Namita,This message was deleted
"30/06/2021, 09:11",Shyam,25
"30/06/2021, 09:51",Dil,I have completed module 3 but I didn't done single assignment.. after 5 assignment I would get ful knowledge on ml.. so that I can start assignment.. while taking assignment I can revise.. is my understanding is right.. old suggest
"30/06/2021, 09:51",Dil,Pls suggest
"30/06/2021, 09:52",Dil,Each assignment how much time it will take usually... 5 hours is enough..???
"30/06/2021, 09:56",Priyanshi,Depends on your coding skills and ML understanding.
"30/06/2021, 09:59",Dil,Am not good on programming skills
"30/06/2021, 09:59",Dil,Is there any book or material I can find for coding for understanding
"30/06/2021, 10:16",Priyanshi,"For coding, references are available at many websites. But practice will help to gain the skill. you can practice on platforms like hackerrank."
"30/06/2021, 10:25",Priyanshi,<Media omitted>
"30/06/2021, 10:59",Simran,Thank you
"30/06/2021, 20:53",Krishan,This message was deleted
"30/06/2021, 20:56",Priyanshi,Can anyone explain mathematical equations behind bias and variance?
"30/06/2021, 21:23",Nitya,Bias is inversely proportional to variance … as bias decreases variance increases but you can’t decrease bias too much coz of overfitting problems similarly you can’t increase bias too much bcoz u will be encountered with underfitting problem .. ie you can’t decrease or increase both of them too much .. hence you need a trade off between them
"01/07/2021, 16:27",Mahendra,https://www.appliedaicourse.com/ shite is working ???
"01/07/2021, 16:28",Abhi,Yes it is working
"02/07/2021, 01:24",Sherya,"In Task 1 of Microsoft Malware assignment, do we have to consider unigram features also or just bigram features?"
"02/07/2021, 07:57",Priyanshi,You have to consider only bigrams. They have already given unigrams file.
"02/07/2021, 08:26",Sherya,Cool
"02/07/2021, 13:59",Tushar,This message was deleted
"02/07/2021, 13:59",Tushar,This message was deleted
"02/07/2021, 13:59",Tushar,This message was deleted
"03/07/2021, 16:16",Dil,Any body from ongole or near by .. mutual study will do ..
"03/07/2021, 16:43",Shivam,Anyone working in Accenture  here ?
"03/07/2021, 16:46",Kirti,Khammam
"03/07/2021, 16:48",Dil,Mutual study may improve slot than alone.. I have seen video from applied ai success story of Ravikanth.. will follow that strategy
"03/07/2021, 16:48",Dil,Am not regional specific guy.. don't mind others
"03/07/2021, 17:15",Jaspreet,Hi Punit
"03/07/2021, 17:29",Dil,Which technology u r forwrking
"03/07/2021, 19:00",Shivam,SQL server and Oracle Pl SQL
"03/07/2021, 19:01",Dil,Am from obiee.. reporting tool
"03/07/2021, 20:02",Dil,https://towardsdatascience.com/support-vector-machine-python-example-d67d9b63f1c8
"03/07/2021, 20:06",Jyoti,👌👌
"03/07/2021, 20:12",Abhinav,Can anyone share rnn backpropagation blog?
"03/07/2021, 20:27",Shivam,nice..you are also in Accenture ?
"03/07/2021, 21:02",Nav,*MEDINERY* - Making a better healthcare for tomorrow.
"03/07/2021, 21:02",Nav,<Media omitted>
"03/07/2021, 21:02",Nav,Guys please give your valuable inputs
"03/07/2021, 21:02",Nav,Its a request
"03/07/2021, 23:25",Priyanka,<Media omitted>
"03/07/2021, 23:25",Yogesh,Do Google search
"03/07/2021, 23:26",Yogesh,I am not saying it out of laziness
"03/07/2021, 23:26",Yogesh,But programming is nothing but art of googling
"03/07/2021, 23:27",Yogesh,How fast u learn this basic fundamental the better
"03/07/2021, 23:27",Priyanka,"tried searching bro, before posting here"
"03/07/2021, 23:28",Yogesh,You need to be more aware while googling
"03/07/2021, 23:28",Yogesh,Though I googled it successfully
"03/07/2021, 23:40",Priyanshi,"have you preprocessed the year as CAST(SUBSTR(TRIM(m.year),-4) AS INTEGER)"
"03/07/2021, 23:42",Priyanka,no
"04/07/2021, 00:01",Priyanka,thank bro👍👍
"04/07/2021, 00:01",Sherya,Try putting each logical condition in a parenthesis.
"04/07/2021, 00:02",Priyanka,"okay, will do"
"04/07/2021, 00:34",Dil,Oracle
"04/07/2021, 15:32",Sherya,<Media omitted>
"04/07/2021, 15:33",Sherya,I am working on Malware Assignment. Can someone please tell me why the plot_confusion_matrix is not working? None of the plots are being displayed
"04/07/2021, 20:39",Raju,"In assignment 9 "" implement SGD classifier with logloss and L2 regularisation using SGD without using sklearn """
"04/07/2021, 20:39",Raju,<Media omitted>
"04/07/2021, 20:40",Raju,This error didn't show up before in the grader function where it checks if the loss is getting correctly calculated or not
"04/07/2021, 20:51",Pranjal,"Your code may be doing a log of a number that is less than or equal to zero. That's mathematically undefined, so that is why it is raising an exception."
"04/07/2021, 20:51",Pranjal,Check once again by printing
"04/07/2021, 20:57",Raju,That's correct first value it self was zero
"04/07/2021, 20:57",Raju,In calculations
"04/07/2021, 20:57",Raju,But like in assignment it says call the loss function to calculate the loss
"04/07/2021, 20:58",Raju,"Where "" log loss "" is used"
